Date,Close
2024-10-28,262.510009765625
2024-10-29,259.5199890136719
2024-10-30,257.54998779296875
2024-10-31,249.8500061035156
2024-11-01,248.97999572753903
2024-11-04,242.83999633789065
2024-11-05,251.44000244140625
2024-11-06,288.5299987792969
2024-11-07,296.9100036621094
2024-11-08,321.2200012207031
2024-11-11,350.0
2024-11-12,328.489990234375
2024-11-13,330.239990234375
2024-11-14,311.17999267578125
2024-11-15,320.7200012207031
2024-11-18,338.739990234375
2024-11-19,346.0
2024-11-20,342.0299987792969
2024-11-21,339.6400146484375
2024-11-22,352.55999755859375
2024-11-25,338.5899963378906
2024-11-26,338.2300109863281
2024-11-27,332.8900146484375
2024-11-29,345.1600036621094
2024-12-02,357.0899963378906
2024-12-03,351.4200134277344
2024-12-04,357.92999267578125
2024-12-05,369.489990234375
2024-12-06,389.2200012207031
2024-12-09,389.7900085449219
2024-12-10,400.989990234375
2024-12-11,424.7699890136719
2024-12-12,418.1000061035156
2024-12-13,436.2300109863281
2024-12-16,463.0199890136719
2024-12-17,479.8599853515625
2024-12-18,440.1300048828125
2024-12-19,436.1700134277344
2024-12-20,421.05999755859375
2024-12-23,430.6000061035156
2024-12-24,462.2799987792969
2024-12-26,454.1300048828125
2024-12-27,431.6600036621094
2024-12-30,417.4100036621094
2024-12-31,403.8399963378906
2025-01-02,379.2799987792969
2025-01-03,410.44000244140625
2025-01-06,411.04998779296875
2025-01-07,394.3599853515625
2025-01-08,394.94000244140625
2025-01-10,394.739990234375
2025-01-13,403.30999755859375
2025-01-14,396.3599853515625
2025-01-15,428.2200012207031
2025-01-16,413.8200073242187
2025-01-17,426.5
2025-01-21,424.0700073242187
2025-01-22,415.1099853515625
2025-01-23,412.3800048828125
2025-01-24,406.5799865722656
2025-01-27,397.1499938964844
2025-01-28,398.0899963378906
2025-01-29,389.1000061035156
2025-01-30,400.2799987792969
2025-01-31,404.6000061035156
2025-02-03,383.67999267578125
2025-02-04,392.2099914550781
2025-02-05,378.1700134277344
2025-02-06,374.3200073242187
2025-02-07,361.6199951171875
2025-02-10,350.7300109863281
2025-02-11,328.5
2025-02-12,336.510009765625
2025-02-13,355.94000244140625
2025-02-14,355.8399963378906
2025-02-18,354.1099853515625
2025-02-19,360.55999755859375
2025-02-20,354.3999938964844
2025-02-21,337.79998779296875
2025-02-24,330.5299987792969
2025-02-25,302.79998779296875
2025-02-26,290.79998779296875
2025-02-27,281.95001220703125
2025-02-28,292.9800109863281
2025-03-03,284.6499938964844
2025-03-04,272.0400085449219
2025-03-05,279.1000061035156
2025-03-06,263.45001220703125
2025-03-07,262.6700134277344
2025-03-10,222.1499938964844
2025-03-11,230.5800018310547
2025-03-12,248.08999633789065
2025-03-13,240.67999267578125
2025-03-14,249.97999572753903
2025-03-17,238.00999450683594
2025-03-18,225.30999755859375
2025-03-19,235.86000061035156
2025-03-20,236.25999450683594
2025-03-21,248.7100067138672
2025-03-24,278.3900146484375
2025-03-25,288.1400146484375
2025-03-26,272.05999755859375
2025-03-27,273.1300048828125
2025-03-28,263.54998779296875
2025-03-31,259.1600036621094
2025-04-01,268.4599914550781
2025-04-02,282.760009765625
2025-04-03,267.2799987792969
2025-04-04,239.42999267578125
2025-04-07,233.2899932861328
2025-04-08,221.86000061035156
2025-04-09,272.20001220703125
2025-04-10,252.3999938964844
2025-04-11,252.30999755859375
2025-04-14,252.3500061035156
2025-04-15,254.11000061035156
2025-04-16,241.5500030517578
2025-04-17,241.3699951171875
2025-04-21,227.5
2025-04-22,237.97000122070312
2025-04-23,250.74000549316406
2025-04-24,259.510009765625
2025-04-25,284.95001220703125
2025-04-28,285.8800048828125
2025-04-29,292.0299987792969
2025-04-30,282.1600036621094
2025-05-01,280.5199890136719
2025-05-02,287.2099914550781
2025-05-05,280.260009765625
2025-05-06,275.3500061035156
2025-05-07,276.2200012207031
2025-05-08,284.82000732421875
2025-05-09,298.260009765625
2025-05-12,318.3800048828125
2025-05-13,334.07000732421875
2025-05-14,347.67999267578125
2025-05-15,342.82000732421875
2025-05-16,349.9800109863281
2025-05-19,342.0899963378906
2025-05-20,343.82000732421875
